year month day directory start-time end-time folding-freq peak s/n freq de-disp disp-on dm
2017 10 14 data/2017-10-14/ 23:45 02:45 1.399616 10.556986 27.400187 422.0 2.0 ON 2.8
2017 10 16 data/2017-10-16/ 23:37 02:37 1.399613 9.130561 19.879705 422.0 2.0 ON 2.8
2017 10 17 data/2017-10-17/ 23:33 02:33 1.399611 10.488408 21.529179 422.0 2.0 ON 2.8
2017 10 18 data/2017-10-18/ 23:29 02:29 1.399610 8.931175 20.114746 422.0 2.0 ON 2.8
2017 10 19 data/2017-10-19/ 23:25 02:25 1.399608 10.477330 24.228088 422.0 2.0 ON 2.8
2017 10 20 data/2017-10-20/ 23:21 02:21 1.399607 8.319036 18.072931 422.0 2.0 ON 2.8
2017 10 21 data/2017-10-21/ 23:18 02:18 1.399605 9.917146 22.135394 422.0 2.0 ON 2.8
2017 10 22 data/2017-10-22/ 23:14 02:14 1.399603 8.882687 19.082108 422.0 2.0 ON 2.8
2017 10 23 data/2017-10-23/ 23:10 02:10 1.399602 8.769172 19.287373 422.0 2.0 ON 2.8
2017 10 24 data/2017-10-24/ 23:06 02:06 1.399600 8.368592 18.399725 422.0 2.0 ON 2.8
2017 10 25 data/2017-10-25/ 23:02 02:02 1.399598 5.888462 11.565744 422.0 2.0 ON 2.8
2017 10 26 data/2017-10-26/ 22:58 01:58 1.399597 9.009655 22.336308 422.0 2.0 ON 2.8
2017 10 27 data/2017-10-27/ 22:54 01:54 1.399595 9.497221 19.115859 422.0 2.0 ON 2.8
2017 10 28 data/2017-10-28/ 22:50 01:50 1.399593 8.506772 14.633771 422.0 2.0 ON 2.8
2017 10 29 data/2017-10-29/ 22:46 01:46 1.399591 8.246157 18.882537 422.0 2.0 ON 2.8
2017 10 30 data/2017-10-30/ 22:42 01:42 1.399590 8.532126 19.792076 422.0 2.0 ON 2.8
2017 10 31 data/2017-10-31/ 22:38 01:38 1.399588 8.567315 15.278556 422.0 2.0 ON 2.8
2017 11 01 data/2017-11-01/ 22:34 01:34 1.399586 7.049260 15.133895 422.0 2.0 ON 2.8
2017 11 02 data/2017-11-02/ 22:30 01:30 1.399584 8.252607 18.127189 422.0 2.0 ON 2.8
2017 11 03 data/2017-11-03/ 22:26 01:26 1.399582 8.722695 18.290404 422.0 2.0 ON 2.8
2017 11 04 data/2017-11-04/ 22:23 01:23 1.399581 8.853186 18.290174 422.0 2.0 ON 2.8
2017 11 05 data/2017-11-05/ 22:19 01:19 1.399579 7.467795 16.182557 422.0 2.0 ON 2.8
2017 11 06 data/2017-11-06/ 22:15 01:15 1.399577 7.352240 17.247641 422.0 2.0 ON 2.8
2017 11 07 data/2017-11-07/ 22:11 01:11 1.399575 7.443286 17.988131 422.0 2.0 ON 2.8
2017 11 08 data/2017-11-08/ 22:07 01:07 1.399573 7.121224 15.259105 422.0 2.0 ON 2.8
2017 11 11 data/2017-11-11/ 21:55 00:55 1.399567 8.170633 17.869624 422.0 2.0 ON 2.8
2017 11 12 data/2017-11-12/ 21:51 00:51 1.399565 7.296036 10.391305 422.0 2.0 ON 2.8
2017 11 22 data/2017-11-22/ 21:12 00:12 1.399546 6.754658 14.521314 422.0 2.0 ON 2.8
2017 11 23 data/2017-11-23/ 21:08 00:08 1.399544 5.871558 12.719143 422.0 2.0 ON 2.8
2017 11 24 data/2017-11-24/ 21:04 00:04 1.399542 7.160388 13.545495 422.0 2.0 ON 2.8
2017 11 25 data/2017-11-25/ 21:00 00:00 1.399539 7.331736 16.592307 422.0 2.0 ON 2.8
2017 11 26 data/2017-11-26/ 20:56 23:56 1.399537 6.255389 12.433155 422.0 2.0 ON 2.8
2017 11 27 data/2017-11-27/ 20:52 23:52 1.399535 6.991290 16.825690 422.0 2.0 ON 2.8
2017 11 28 data/2017-11-28/ 20:48 23:48 1.399533 7.972626 15.977357 422.0 2.0 ON 2.8
2017 11 29 data/2017-11-29/ 20:44 23:44 1.399531 6.287212 13.780724 422.0 2.0 ON 2.8
2017 12 18 data/2017-12-18/ 19:30 22:30 1.399494 4.710328 11.253089 422.0 2.0 ON 2.8
2017 12 20 data/2017-12-20/ 19:22 22:22 1.399490 5.915189 11.487905 422.0 2.0 ON 2.8
2017 12 21 data/2017-12-21/ 19:18 22:18 1.399488 5.060378 11.628734 422.0 2.0 ON 2.8
2017 12 22 data/2017-12-22/ 19:14 22:14 1.399486 5.408534 13.469214 422.0 2.0 ON 2.8
2017 12 23 data/2017-12-23/ 19:10 22:10 1.399485 4.034389 8.833457 422.0 2.0 ON 2.8
2017 12 24 data/2017-12-24/ 19:06 22:06 1.399483 4.582240 8.406025 422.0 2.0 ON 2.8
2017 12 25 data/2017-12-25/ 19:02 22:02 1.399481 4.245194 9.707424 422.0 2.0 ON 2.8
2017 12 26 data/2017-12-26/ 18:58 21:58 1.399479 5.778574 12.813397 422.0 2.0 ON 2.8
2017 12 27 data/2017-12-27/ 18:54 21:54 1.399477 4.698380 10.372392 422.0 2.0 ON 2.8
2017 12 28 data/2017-12-28/ 18:50 21:50 1.399476 5.601998 14.206105 422.0 2.0 ON 2.8
2017 12 29 data/2017-12-29/ 18:46 21:46 1.399474 4.799977 11.954747 422.0 2.0 ON 2.8
2017 12 30 data/2017-12-30/ 18:42 21:42 1.399472 5.105400 11.600620 422.0 2.0 ON 2.8
2017 12 31 data/2017-12-31/ 18:38 21:38 1.399471 3.517859 7.212273 422.0 2.0 ON 2.8
2018 01 02 data/2018-01-02/ 18:30 21:30 1.399467 4.358327 8.864913 422.0 2.0 ON 2.8
2018 01 03 data/2018-01-03/ 18:26 21:26 1.399466 5.062034 12.221126 422.0 2.0 ON 2.8
2018 01 04 data/2018-01-04/ 18:22 21:22 1.399464 3.930405 9.403648 422.0 2.0 ON 2.8
2018 01 05 data/2018-01-05/ 18:18 21:18 1.399462 4.895330 10.548427 422.0 2.0 ON 2.8
2018 01 06 data/2018-01-06/ 18:14 21:14 1.399461 5.586313 13.674964 422.0 2.0 ON 2.8
2018 01 07 data/2018-01-07/ 18:10 21:10 1.399459 5.001691 11.135637 422.0 2.0 ON 2.8
2018 01 08 data/2018-01-08/ 18:06 21:06 1.399458 5.762744 14.276799 422.0 2.0 ON 2.8
2018 01 10 data/2018-01-10/ 17:58 20:58 1.399455 4.907312 10.558177 422.0 2.0 ON 2.8
2018 01 12 data/2018-01-12/ 17:50 20:50 1.399452 3.925477 8.340721 422.0 2.0 ON 2.8
2018 01 13 data/2018-01-13/ 17:46 20:46 1.399451 4.633299 9.255566 422.0 2.0 ON 2.8
2018 01 14 data/2018-01-14/ 17:42 20:42 1.399449 5.182777 11.299611 422.0 2.0 ON 2.8
2018 01 15 data/2018-01-15/ 17:38 20:38 1.399448 4.491400 9.614263 422.0 2.0 ON 2.8
2018 01 16 data/2018-01-16/ 17:35 20:35 1.399447 4.805181 12.776790 422.0 2.0 ON 2.8
2018 01 17 data/2018-01-17/ 17:31 20:31 1.399446 4.771918 11.355753 422.0 2.0 ON 2.8
2018 01 18 data/2018-01-18/ 17:27 20:27 1.399444 4.514692 9.882672 422.0 2.0 ON 2.8
2018 01 20 data/2018-01-20/ 17:19 20:19 1.399442 5.551201 12.288638 422.0 2.0 ON 2.8
2018 01 21 data/2018-01-21/ 17:15 20:15 1.399441 4.871391 10.581349 422.0 2.0 ON 2.8
2018 01 22 data/2018-01-22/ 17:11 20:11 1.399440 4.614475 11.323424 422.0 2.0 ON 2.8
2018 01 23 data/2018-01-23/ 17:07 20:07 1.399439 5.566967 11.916554 422.0 2.0 ON 2.8
2018 01 24 data/2018-01-24/ 17:03 20:03 1.399438 5.264166 12.085986 422.0 2.0 ON 2.8
2018 01 25 data/2018-01-25/ 16:59 19:59 1.399436 4.665569 10.208932 422.0 2.0 ON 2.8
2018 01 26 data/2018-01-26/ 16:55 19:55 1.399435 4.509569 8.930878 422.0 2.0 ON 2.8
2018 01 29 data/2018-01-29/ 16:43 19:43 1.399433 5.786954 11.944871 422.0 2.0 ON 2.8
2018 01 30 data/2018-01-30/ 16:39 19:39 1.399432 4.475469 10.247259 422.0 2.0 ON 2.8
2018 01 31 data/2018-01-31/ 16:36 19:36 1.399431 6.640835 14.998525 422.0 2.0 ON 2.8
2018 02 01 data/2018-02-01/ 16:32 19:32 1.399430 5.137994 11.168515 422.0 2.0 ON 2.8
2018 02 02 data/2018-02-02/ 16:28 19:28 1.399430 5.138280 13.208167 422.0 2.0 ON 2.8
2018 02 03 data/2018-02-03/ 16:24 19:24 1.399429 7.379628 17.144536 422.0 2.0 ON 2.8
2018 02 04 data/2018-02-04/ 16:20 19:20 1.399428 5.866943 13.544572 422.0 2.0 ON 2.8
2018 02 05 data/2018-02-05/ 16:16 19:16 1.399427 6.451855 12.335254 422.0 2.0 ON 2.8
2018 02 07 data/2018-02-07/ 16:08 19:08 1.399426 6.471056 15.519309 422.0 2.0 ON 2.8
2018 02 08 data/2018-02-08/ 16:04 19:04 1.399426 4.722571 10.286934 422.0 2.0 ON 2.8
2018 02 09 data/2018-02-09/ 16:00 19:00 1.399425 5.611292 11.668419 422.0 2.0 ON 2.8
2018 02 10 data/2018-02-10/ 15:56 18:56 1.399425 5.110996 10.142049 422.0 2.0 ON 2.8
2018 02 12 data/2018-02-12/ 15:48 18:48 1.399424 6.327012 14.262162 422.0 2.0 ON 2.8
2018 02 13 data/2018-02-13/ 15:44 18:44 1.399423 6.357460 12.333921 422.0 2.0 ON 2.8
2018 02 28 data/2018-02-28/ 14:45 17:45 1.399422 5.314179 11.013335 422.0 2.0 ON 2.8
2018 03 01 data/2018-03-01/ 14:42 17:42 1.399422 4.313496 10.446259 422.0 2.0 ON 2.8
2018 03 02 data/2018-03-02/ 14:38 17:38 1.399422 4.327704 10.327291 422.0 2.0 ON 2.8
2018 03 03 data/2018-03-03/ 14:34 17:34 1.399422 5.424141 11.765838 422.0 2.0 ON 2.8
2018 03 05 data/2018-03-05/ 14:26 17:26 1.399423 5.253162 11.788880 422.0 2.0 ON 2.8
2018 03 08 data/2018-03-08/ 14:14 17:14 1.399424 4.615504 10.453309 422.0 2.0 ON 2.8
2018 03 10 data/2018-03-10/ 14:06 17:06 1.399425 5.529868 13.013333 422.0 2.0 ON 2.8
2018 03 11 data/2018-03-11/ 14:02 17:02 1.399426 6.278611 14.827224 422.0 2.0 ON 2.8
2018 03 12 data/2018-03-12/ 13:58 16:58 1.399426 6.001893 14.128480 422.0 2.0 ON 2.8
2018 03 13 data/2018-03-13/ 13:54 16:54 1.399427 6.313342 6.522847 422.0 2.0 ON 2.8
2018 03 13 data/2018-03-13/ 13:54 16:54 1.399427 6.313342 6.522847 422.0 2.0 ON 2.8
2018 03 14 data/2018-03-14/ 13:50 16:50 1.399427 5.332437 11.882842 422.0 2.0 ON 2.8
2018 03 15 data/2018-03-15/ 13:46 16:46 1.399428 6.640262 14.008606 422.0 2.0 ON 2.8
2018 03 17 data/2018-03-17/ 13:39 16:39 1.399429 6.175593 11.740408 422.0 2.0 ON 2.8
2018 03 18 data/2018-03-18/ 13:35 16:35 1.399430 7.130594 16.306615 422.0 2.0 ON 2.8
2018 03 19 data/2018-03-19/ 13:31 16:31 1.399431 6.094695 12.740018 422.0 2.0 ON 2.8
2018 03 20 data/2018-03-20/ 13:27 16:27 1.399432 5.280410 10.198787 422.0 2.0 ON 2.8
2018 03 21 data/2018-03-21/ 13:23 16:23 1.399433 6.248290 13.331249 422.0 2.0 ON 2.8
2018 03 21 data/2018-03-21/ 13:23 16:23 1.399433 6.248290 13.331249 422.0 2.0 ON 2.8
2018 03 24 data/2018-03-24/ 13:11 16:11 1.399435 6.087517 11.646420 422.0 2.0 ON 2.8
2018 03 26 data/2018-03-26/ 13:03 16:03 1.399437 7.673138 17.816538 422.0 2.0 ON 2.8
2018 03 27 data/2018-03-27/ 12:59 15:59 1.399438 7.164460 13.329136 422.0 2.0 ON 2.8
2018 03 28 data/2018-03-28/ 12:55 15:55 1.399439 6.458061 13.944670 422.0 2.0 ON 2.8
2018 03 29 data/2018-03-29/ 12:51 15:51 1.399440 8.845154 17.857914 422.0 2.0 ON 2.8
2018 03 30 data/2018-03-30/ 12:48 15:48 1.399441 8.195645 16.727295 422.0 2.0 ON 2.8
2018 03 31 data/2018-03-31/ 12:44 15:44 1.399443 8.419302 18.913381 422.0 2.0 ON 2.8
2018 04 01 data/2018-04-01/ 12:40 15:40 1.399444 8.648532 18.078439 422.0 2.0 ON 2.8
2018 04 02 data/2018-04-02/ 12:36 15:36 1.399445 6.830592 13.179069 422.0 2.0 ON 2.8
2018 04 03 data/2018-04-03/ 12:32 15:32 1.399446 7.926940 19.209085 422.0 2.0 ON 2.8
2018 04 04 data/2018-04-04/ 12:28 15:28 1.399447 8.692133 11.209466 422.0 2.0 ON 2.8
2018 04 05 data/2018-04-05/ 12:24 15:24 1.399449 6.499518 14.937095 422.0 2.0 ON 2.8
2018 04 06 data/2018-04-06/ 12:20 15:20 1.399450 8.838704 17.886047 422.0 2.0 ON 2.8
2018 04 09 data/2018-04-09/ 12:08 15:08 1.399454 8.428192 18.908528 422.0 2.0 ON 2.8
2018 04 10 data/2018-04-10/ 12:04 15:04 1.399455 7.358406 17.676296 422.0 2.0 ON 2.8
2018 04 11 data/2018-04-11/ 12:00 15:00 1.399457 7.865293 19.109447 422.0 2.0 ON 2.8
2018 04 14 data/2018-04-14/ 11:49 14:49 1.399461 10.664229 24.928766 422.0 2.0 ON 2.8
2018 04 15 data/2018-04-15/ 11:45 14:45 1.399462 9.331094 22.035127 422.0 2.0 ON 2.8
2018 04 16 data/2018-04-16/ 11:41 14:41 1.399464 8.276031 17.002446 422.0 2.0 ON 2.8
2018 04 17 data/2018-04-17/ 11:37 14:37 1.399466 7.606192 13.092935 422.0 2.0 ON 2.8
